"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"02/21/2000","77","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"02/22/2000","41","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"02/23/2000","54","","Portland - SE Lafayette","41-051-0080","AQS"
"02/24/2000","61","","Portland - SE Lafayette","41-051-0080","AQS"
"02/25/2000","56","","Portland - SE Lafayette","41-051-0080","AQS"
"02/26/2000","27","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"02/27/2000","46","","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS"
"02/28/2000","32","","Portland - SE Lafayette","41-051-0080","AQS"
"02/29/2000","26","","Portland - SE Lafayette","41-051-0080","AQS"
"03/01/2000","69","","Portland - SE Lafayette","41-051-0080","AQS"
"03/02/2000","66","","Portland - SE Lafayette","41-051-0080","AQS"
"03/03/2000","88","","Portland - SE Lafayette","41-051-0080","AQS"
"03/04/2000","58","","Portland - SE Lafayette","41-051-0080","AQS"
"03/05/2000","65","","Portland - SE Lafayette","41-051-0080","AQS"
"03/06/2000","71","","Portland - SE Lafayette","41-051-0080","AQS"
"03/07/2000","63","","VANCOUVER - 4TH PL BLVD E","53-011-0013","AQS"
"03/08/2000","55","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"03/09/2000","60","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"03/10/2000","59","","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS"
"03/11/2000","58","","Portland - SE Lafayette","41-051-0080","AQS"
"03/12/2000","62","","Portland - SE Lafayette","41-051-0080","AQS"
"03/13/2000","58","","Portland - SE Lafayette","41-051-0080","AQS"
"03/14/2000","53","","Portland - SE Lafayette","41-051-0080","AQS"
"03/15/2000","67","","Portland - SE Lafayette","41-051-0080","AQS"
"03/16/2000","38","","VACANT LOT SURROUNDED BY RESIDENCES","41-067-1003","AQS"
"03/17/2000","32","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"03/18/2000","29","","Portland - SE Lafayette","41-051-0080","AQS"
"03/19/2000","38","","Portland - SE Lafayette","41-051-0080","AQS"
"03/20/2000","69","","Portland - SE Lafayette","41-051-0080","AQS"
"03/21/2000","71","","Portland - SE Lafayette","41-051-0080","AQS"
"03/22/2000","65","","Portland - SE Lafayette","41-051-0080","AQS"
"03/23/2000","42","","Portland - SE Lafayette","41-051-0080","AQS"
"03/24/2000","53","","Portland - SE Lafayette","41-051-0080","AQS"
"03/25/2000","70","","Portland - SE Lafayette","41-051-0080","AQS"
"03/26/2000","83","","Portland - SE Lafayette","41-051-0080","AQS"
"03/27/2000","26","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"03/28/2000","29","","Portland - SE Lafayette","41-051-0080","AQS"
"03/29/2000","48","","Portland - SE Lafayette","41-051-0080","AQS"
