"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/30/2000","51","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"03/31/2000","52","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/01/2000","49","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/02/2000","55","","Portland - SE Lafayette","41-051-0080","AQS"
"04/03/2000","70","","Portland - SE Lafayette","41-051-0080","AQS"
"04/04/2000","34","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/05/2000","47","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/06/2000","45","","Portland - SE Lafayette","41-051-0080","AQS"
"04/07/2000","53","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/08/2000","54","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/09/2000","53","","Portland - SE Lafayette","41-051-0080","AQS"
"04/10/2000","64","","Portland - SE Lafayette","41-051-0080","AQS"
"04/11/2000","67","","Portland - SE Lafayette","41-051-0080","AQS"
"04/12/2000","66","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/13/2000","41","","Portland - SE Lafayette","41-051-0080","AQS"
"04/14/2000","18","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/15/2000","23","","Portland - SE Lafayette","41-051-0080","AQS"
"04/16/2000","46","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/17/2000","55","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"04/18/2000","54","","Portland - SE Lafayette","41-051-0080","AQS"
"04/19/2000","44","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/20/2000","49","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/21/2000","53","","Portland - SE Lafayette","41-051-0080","AQS"
"04/22/2000","24","","Portland - SE Lafayette","41-051-0080","AQS"
"04/23/2000","26","","Portland - SE Lafayette","41-051-0080","AQS"
"04/24/2000","52","","Portland - SE Lafayette","41-051-0080","AQS"
"04/25/2000","30","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/26/2000","43","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/27/2000","50","","Portland - SE Lafayette","41-051-0080","AQS"
"04/28/2000","26","","Portland - SE Lafayette","41-051-0080","AQS"
"04/29/2000","43","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"04/30/2000","58","","Portland - SE Lafayette","41-051-0080","AQS"
"05/01/2000","32","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/02/2000","26","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/03/2000","39","","Portland - SE Lafayette","41-051-0080","AQS"
"05/04/2000","24","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/05/2000","24","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/06/2000","53","","Portland - SE Lafayette","41-051-0080","AQS"
"05/07/2000","41","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/08/2000","51","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/09/2000","28","","Portland - SE Lafayette","41-051-0080","AQS"
"05/10/2000","21","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/11/2000","18","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/12/2000","42","","Portland - SE Lafayette","41-051-0080","AQS"
"05/13/2000","41","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/14/2000","42","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/15/2000","60","","Portland - SE Lafayette","41-051-0080","AQS"
"05/16/2000","39","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/17/2000","45","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/18/2000","59","","Portland - SE Lafayette","41-051-0080","AQS"
"05/19/2000","27","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/20/2000","43","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/21/2000","52","","Portland - SE Lafayette","41-051-0080","AQS"
"05/22/2000","34","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/23/2000","30","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/24/2000","41","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/25/2000","51","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/26/2000","19","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"05/27/2000","13","","Portland - SE Lafayette","41-051-0080","AQS"
"05/28/2000","12","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/29/2000","28","","WEST END OF ATHLETIC FIELD WITH N EMERSON N, N ROSELAWN S, N WILLIAM","41-051-0246","AQS"
"05/30/2000","27","","Portland - SE Lafayette","41-051-0080","AQS"
"05/31/2000","33","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"06/01/2000","39","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"06/02/2000","32","","Portland - SE Lafayette","41-051-0080","AQS"
"06/03/2000","52","","SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING","41-051-0244","AQS"
"06/04/2000","53","","Portland - SE Lafayette","41-051-0080","AQS"
